policy_id,client_id,product_type,start_date,end_date,agent_id,region,experience_years,age,country,signup_date,annee_signup,total_premium,total_claim,total_claim_accepted,nb_claims,nb_claims_accepted,loss_ratio,profit,is_profitable,duree_contrat_jours,annee_debut,mois_debut
83,635,Vie,2022-05-09,2023-09-22,200,Nigeria,5,30,Sénégal,2020-12-27,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,501,2022,5
84,323,Vie,2025-04-19,2022-09-05,99,Côte d’Ivoire,10,42,Sénégal,2024-08-14,2024,418.48,3808.37,3808.37,1.0,1.0,910.0482699292678,-3389.89,False,957,2025,4
85,3,Vie,2020-05-27,2022-08-19,27,Sénégal,6,46,Maroc,2024-05-22,2024,0.0,8663.130000000001,0.0,3.0,0.0,0.0,0.0,False,814,2020,5
86,206,Santé,2023-09-21,2023-07-10,89,Côte d’Ivoire,14,50,Sénégal,2025-04-07,2025,1804.12,3727.34,0.0,1.0,0.0,0.0,1804.12,True,73,2023,9
87,40,Habitation,2023-09-19,2023-04-22,146,Côte d’Ivoire,10,69,Maroc,2023-11-04,2023,0.0,6084.74,2220.72,2.0,1.0,0.0,-2220.72,False,150,2023,9
88,59,Auto,2020-03-30,2024-05-10,182,Maroc,1,24,Côte d’Ivoire,2025-03-26,2025,3587.17,88.93,88.93,1.0,1.0,2.4791130612711414,3498.2400000000002,True,1502,2020,3
89,951,Santé,2023-09-19,2021-12-10,257,Côte d’Ivoire,4,58,Kenya,2024-01-09,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,648,2023,9
90,574,Habitation,2020-07-17,2026-02-20,189,Nigeria,10,46,Maroc,2024-09-27,2024,1407.13,2422.92,2422.92,2.0,2.0,172.18878142033785,-1015.79,False,2044,2020,7
91,644,Santé,2021-06-21,2023-05-09,240,Sénégal,6,24,Côte d’Ivoire,2025-02-18,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,687,2021,6
92,843,Auto,2020-10-27,2024-11-24,196,Côte d’Ivoire,4,31,Nigeria,2025-03-04,2025,1976.94,1170.38,1170.38,1.0,1.0,59.20159438323874,806.56,True,1489,2020,10
93,1146,Santé,2021-12-24,2022-03-21,297,Sénégal,12,39,Sénégal,2021-05-07,2021,1220.69,1455.02,1455.02,1.0,1.0,119.19652000098304,-234.32999999999993,False,87,2021,12
94,619,Auto,2024-05-17,2025-11-24,165,Nigeria,13,49,Sénégal,2023-11-30,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,556,2024,5
95,96,Santé,2023-12-30,2021-08-10,271,Côte d’Ivoire,6,42,Maroc,2022-02-27,2022,3363.27,10849.23,6467.469999999999,3.0,2.0,192.29707992519184,-3104.1999999999994,False,872,2023,12
96,898,Auto,2020-03-08,2022-08-15,8,Kenya,11,47,Côte d’Ivoire,2020-02-26,2020,1498.28,3464.04,3464.04,1.0,1.0,231.20111060682916,-1965.76,False,890,2020,3
97,1086,Santé,2024-03-17,2023-10-28,38,Côte d’Ivoire,7,61,Nigeria,2025-08-21,2025,2512.78,5855.51,1216.85,2.0,1.0,48.42644401817906,1295.9300000000003,True,141,2024,3
98,561,Auto,2021-02-01,2024-07-19,114,Côte d’Ivoire,3,50,Sénégal,2021-02-01,2021,302.32,0.0,0.0,0.0,0.0,0.0,302.32,True,1264,2021,2
99,905,Vie,2021-09-11,2023-10-15,56,Maroc,6,27,Côte d’Ivoire,2024-04-21,2024,3132.55,6052.08,6052.08,2.0,2.0,193.19978930902937,-2919.5299999999997,False,764,2021,9
100,348,Santé,2024-05-03,2026-08-26,138,Côte d’Ivoire,5,29,Côte d’Ivoire,2024-01-04,2024,0.0,8306.0,8306.0,3.0,3.0,0.0,-8306.0,False,845,2024,5
101,671,Santé,2023-03-09,2024-12-18,102,Côte d’Ivoire,2,60,Sénégal,2020-07-01,2020,1591.28,0.0,0.0,0.0,0.0,0.0,1591.28,True,650,2023,3
102,1148,Habitation,2021-12-30,2026-08-08,177,Sénégal,3,25,Côte d’Ivoire,2025-09-28,2025,770.71,0.0,0.0,0.0,0.0,0.0,770.71,True,1682,2021,12
103,317,Habitation,2021-07-09,2022-06-08,169,Maroc,13,53,Kenya,2025-02-04,2025,0.0,3006.88,3006.88,1.0,1.0,0.0,-3006.88,False,334,2021,7
104,719,Auto,2025-05-06,2026-08-31,286,Maroc,9,30,Nigeria,2021-09-20,2021,1798.7,0.0,0.0,0.0,0.0,0.0,1798.7,True,482,2025,5
105,1072,Santé,2024-10-17,2025-12-14,261,Côte d’Ivoire,7,21,Kenya,2022-01-09,2022,1512.65,1305.33,1305.33,1.0,1.0,86.29425180973786,207.32000000000016,True,423,2024,10
106,1160,Auto,2022-09-22,2024-08-04,223,Kenya,10,43,Nigeria,2024-06-12,2024,0.0,3964.28,534.63,2.0,1.0,0.0,-534.63,False,682,2022,9
107,250,Vie,2025-05-13,2024-07-30,199,Côte d’Ivoire,4,69,Kenya,2025-03-16,2025,0.0,3016.46,3016.46,1.0,1.0,0.0,-3016.46,False,287,2025,5
108,314,Habitation,2024-05-20,2023-12-26,211,Kenya,13,28,Sénégal,2021-09-29,2021,1511.74,0.0,0.0,0.0,0.0,0.0,1511.74,True,146,2024,5
109,807,Auto,2024-01-20,2025-07-31,287,Maroc,10,18,Sénégal,2025-04-16,2025,0.0,3418.65,3418.65,1.0,1.0,0.0,-3418.65,False,558,2024,1
110,485,Auto,2025-11-04,2022-03-13,180,Sénégal,2,43,Nigeria,2021-04-20,2021,1761.93,2018.67,2018.67,1.0,1.0,114.57152100253698,-256.74,False,1332,2025,11
111,44,Habitation,2023-01-07,2023-04-09,250,Maroc,6,24,Kenya,2020-05-03,2020,2125.71,5865.09,3168.94,2.0,1.0,149.07677905264595,-1043.23,False,92,2023,1
112,571,Santé,2023-11-04,2021-09-16,231,Kenya,13,27,Nigeria,2022-03-31,2022,426.99,5409.18,5409.18,2.0,2.0,1266.8165530808685,-4982.1900000000005,False,779,2023,11
113,583,Auto,2025-12-17,2026-06-27,23,Maroc,3,40,Kenya,2024-08-20,2024,3755.53,8311.0,8311.0,2.0,2.0,221.30032245781553,-4555.469999999999,False,192,2025,12
114,1116,Habitation,2023-07-23,2026-06-13,48,Nigeria,14,19,Côte d’Ivoire,2024-05-13,2024,0.0,8171.44,8171.44,2.0,2.0,0.0,-8171.44,False,1056,2023,7
115,895,Santé,2024-09-18,2021-04-13,109,Kenya,4,50,Maroc,2023-05-12,2023,894.93,1155.7,1155.7,1.0,1.0,129.13859184517227,-260.7700000000001,False,1254,2024,9
116,220,Vie,2022-06-17,2023-09-20,296,Maroc,14,29,Sénégal,2024-07-14,2024,1110.63,1567.38,1567.38,1.0,1.0,141.12530725804274,-456.75,False,460,2022,6
117,925,Habitation,2023-04-21,2023-02-08,6,Côte d’Ivoire,6,28,Côte d’Ivoire,2025-10-31,2025,1991.48,4758.2,4758.2,2.0,2.0,238.92783256673428,-2766.72,False,72,2023,4
118,401,Auto,2024-03-15,2024-01-30,38,Côte d’Ivoire,7,20,Côte d’Ivoire,2024-09-23,2024,829.97,6396.26,3644.11,2.0,1.0,439.0652674193043,-2814.1400000000003,False,45,2024,3
119,727,Vie,2020-03-18,2024-05-06,169,Maroc,13,18,Maroc,2025-06-21,2025,1342.03,0.0,0.0,0.0,0.0,0.0,1342.03,True,1510,2020,3
120,991,Santé,2024-03-12,2021-08-25,283,Kenya,3,24,Sénégal,2025-12-28,2025,912.95,0.0,0.0,0.0,0.0,0.0,912.95,True,930,2024,3
121,899,Santé,2020-08-25,2024-02-19,203,Maroc,12,59,Sénégal,2020-01-19,2020,2472.57,3794.93,3794.93,1.0,1.0,153.48119567898985,-1322.3599999999997,False,1273,2020,8
122,858,Habitation,2023-03-03,2023-02-06,273,Maroc,14,25,Maroc,2024-11-06,2024,3253.01,2835.82,2835.82,1.0,1.0,87.17526229553552,417.19000000000005,True,25,2023,3
123,804,Habitation,2025-06-19,2023-09-18,244,Maroc,1,62,Kenya,2025-11-26,2025,0.0,2022.58,2022.58,1.0,1.0,0.0,-2022.58,False,640,2025,6
124,490,Habitation,2023-04-30,2025-10-26,47,Kenya,13,29,Sénégal,2023-12-11,2023,1012.45,0.0,0.0,0.0,0.0,0.0,1012.45,True,910,2023,4
125,938,Santé,2020-10-04,2022-05-11,249,Kenya,9,67,Côte d’Ivoire,2023-05-23,2023,2390.59,0.0,0.0,0.0,0.0,0.0,2390.59,True,584,2020,10
126,844,Vie,2021-06-07,2023-11-14,79,Maroc,4,26,Côte d’Ivoire,2020-09-23,2020,0.0,3473.36,3473.36,1.0,1.0,0.0,-3473.36,False,890,2021,6
127,267,Santé,2020-06-28,2025-09-23,110,Kenya,11,20,Maroc,2023-03-15,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1913,2020,6
128,54,Auto,2020-05-02,2026-09-04,13,Côte d’Ivoire,13,43,Kenya,2021-05-24,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2316,2020,5
129,528,Santé,2023-06-23,2021-12-04,90,Côte d’Ivoire,5,38,Sénégal,2021-07-04,2021,0.0,6261.24,6261.24,3.0,3.0,0.0,-6261.24,False,566,2023,6
130,616,Auto,2024-10-23,2026-04-22,280,Côte d’Ivoire,10,49,Côte d’Ivoire,2025-01-20,2025,0.0,1866.31,1866.31,1.0,1.0,0.0,-1866.31,False,546,2024,10
131,1083,Vie,2022-12-30,2025-12-23,221,Sénégal,4,43,Maroc,2021-10-26,2021,1503.26,7226.29,7226.29,2.0,2.0,480.707928102923,-5723.03,False,1089,2022,12
132,1064,Habitation,2021-04-24,2021-05-17,73,Maroc,1,53,Maroc,2021-02-01,2021,3510.58,0.0,0.0,0.0,0.0,0.0,3510.58,True,23,2021,4
133,955,Habitation,2024-12-02,2021-11-16,234,Nigeria,3,51,Côte d’Ivoire,2021-10-21,2021,2927.74,5933.41,5933.41,3.0,3.0,202.66178007609966,-3005.67,False,1112,2024,12
134,386,Santé,2025-11-01,2026-02-07,260,Sénégal,1,66,Kenya,2020-07-16,2020,1163.8,1314.07,1314.07,1.0,1.0,112.91201237326001,-150.26999999999998,False,98,2025,11
135,734,Habitation,2022-03-26,2023-07-05,113,Kenya,14,55,Maroc,2023-12-02,2023,1285.17,0.0,0.0,0.0,0.0,0.0,1285.17,True,466,2022,3
136,716,Vie,2021-03-18,2024-04-20,46,Nigeria,9,56,Kenya,2021-07-16,2021,0.0,2900.9,459.69,2.0,1.0,0.0,-459.69,False,1129,2021,3
137,650,Habitation,2020-05-22,2026-03-13,274,Côte d’Ivoire,1,64,Nigeria,2023-08-18,2023,1534.63,0.0,0.0,0.0,0.0,0.0,1534.63,True,2121,2020,5
138,300,Santé,2020-07-10,2026-11-04,43,Sénégal,1,54,Nigeria,2024-06-30,2024,0.0,4774.54,0.0,1.0,0.0,0.0,0.0,False,2308,2020,7
139,395,Vie,2023-11-11,2023-07-15,208,Sénégal,7,50,Nigeria,2021-08-10,2021,1155.0,4800.33,4800.33,2.0,2.0,415.61298701298705,-3645.33,False,119,2023,11
140,593,Auto,2021-01-12,2026-10-02,103,Sénégal,14,58,Kenya,2023-07-23,2023,1086.3,0.0,0.0,0.0,0.0,0.0,1086.3,True,2089,2021,1
141,514,Santé,2021-06-18,2024-06-12,124,Maroc,14,31,Maroc,2022-08-25,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1090,2021,6
142,396,Auto,2024-09-12,2026-06-06,10,Nigeria,11,20,Sénégal,2020-12-09,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,632,2024,9
143,371,Vie,2022-10-29,2022-03-09,187,Côte d’Ivoire,5,21,Sénégal,2021-02-28,2021,0.0,2598.71,2598.71,1.0,1.0,0.0,-2598.71,False,234,2022,10
144,858,Santé,2023-11-11,2023-09-26,31,Nigeria,9,25,Maroc,2024-11-06,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,46,2023,11
145,791,Santé,2025-11-10,2026-11-18,156,Sénégal,11,30,Kenya,2021-06-25,2021,0.0,326.88,326.88,2.0,2.0,0.0,-326.88,False,373,2025,11
